Component,MW,RD (m),hh (m),mass (kg),cost ($),model,source,note,OEM,outlier?,US market model?
tower,0.01,9.1,30.5,1600,,Aerolite A-10,https://en.wind-turbine-models.com/turbines/494-aerolite-a-10,,Aerolite,No,No
tower,0.225,29,30,11800,,Aeronautica 29-225,https://en.wind-turbine-models.com/turbines/497-aeronautica-29-225,,Aeronautica,No,No
tower,0.225,33,30,11800,,Aeronautica 33-225,https://en.wind-turbine-models.com/turbines/498-aeronautica-33-225,,Aeronautica,No,No
tower,0.75,47,50,36900,,Aeronautica 47-750,https://en.wind-turbine-models.com/turbines/499-aeronautica-47-750,,Aeronautica,No,Yes
tower,0.75,54,50,36900,,Aeronautica 54-750,https://en.wind-turbine-models.com/turbines/500-aeronautica-54-750,,Aeronautica,No,Yes
tower,0.006,10,9.89,600,,Allgaier WE 10/G6,https://en.wind-turbine-models.com/turbines/145-allgaier-we-10-g6,,Allgaier,No,No
tower,0.1,34,22.3,4500,,Allgaier StGW-34,https://en.wind-turbine-models.com/turbines/144-allgaier-stgw-34,,Allgaier,No,No
tower,3,116,92,1610000,,Amperax A3000,https://en.wind-turbine-models.com/turbines/1059-amperax-a3000,,Amperax,No,No
tower,0.1,23,24,9700,,AN Bonus 100/30,https://en.wind-turbine-models.com/turbines/730-an-bonus-100-30,,AN Bonus,No,No
tower,0.15,23,30,22000,,AN Bonus 150/30,https://en.wind-turbine-models.com/turbines/124-an-bonus-150-30,,AN Bonus,No,No
tower,0.3,33.4,30,25000,,AN Bonus 300/33,https://en.wind-turbine-models.com/turbines/112-an-bonus-300-33,,AN Bonus,No,No
tower,0.45,37,35,27000,,AN Bonus 450/37,https://en.wind-turbine-models.com/turbines/382-an-bonus-450-37,,AN Bonus,No,No
tower,0.6,41,42.3,52000,,AN Bonus 600/41,https://en.wind-turbine-models.com/turbines/123-an-bonus-600-41,,AN Bonus,No,No
tower,0.6,44,42,51000,,AN Bonus 600/44,https://en.wind-turbine-models.com/turbines/343-an-bonus-600-44,,AN Bonus,No,No
tower,0.6,44,42.3,51000,,AN Bonus 600/44-3,https://en.wind-turbine-models.com/turbines/1175-an-bonus-600-44-3,,AN Bonus,No,No
tower,0.6,44,40,57500,,AN Bonus 600/44 MK IV,https://en.wind-turbine-models.com/turbines/690-an-bonus-600-44-mk-iv,,AN Bonus,No,No
tower,0.75,50,60,60000,,AN Bonus 750/50 Prototype,https://en.wind-turbine-models.com/turbines/1072-an-bonus-750-50-prototype,,AN Bonus,No,No
tower,1,54.2,50,90000,,AN Bonus 1000/54,https://en.wind-turbine-models.com/turbines/396-an-bonus-1000-54,,AN Bonus,No,No
tower,1.3,62,68,198000,,AN Bonus 1300/62,https://en.wind-turbine-models.com/turbines/59-an-bonus-1300-62,,AN Bonus,No,No
tower,2.3,82.4,80,252000,,AN Bonus 2300/82,https://en.wind-turbine-models.com/turbines/857-an-bonus-2300-82,,AN Bonus,No,No
tower,0.007,15.6,25,5200,,Mandt Wodan,https://en.wind-turbine-models.com/turbines/1556-mandt-wodan,,Mandt,No,No
tower,0.1,22.5,37,10000,,Argolabe Turbec-100,https://en.wind-turbine-models.com/turbines/426-argolabe-turbec-100,,Argolabe,No,No
tower,0.02,17.4,20,2000,,Aria Libellula 20,https://en.wind-turbine-models.com/turbines/1635-aria-libellula-20,,Aria,No,No
tower,0.057,19,19,7700,,Aria Libellula 55+,https://en.wind-turbine-models.com/turbines/1634-aria-libellula-55,,Aria,No,No
tower,0.055,18,25,10800,,Aria Libellula 55kW,https://en.wind-turbine-models.com/turbines/1099-aria-libellula-55kw,,Aria,No,No
tower,0.06,19,19,7700,,Aria Libellula 60i,https://en.wind-turbine-models.com/turbines/1633-aria-libellula-60i,,Aria,No,No
tower,0.06,28,37,35000,,ATB Riva Calzoni ATB 60.28 DD,https://en.wind-turbine-models.com/turbines/1534-atb-riva-calzoni-atb-60-28-dd,,ATB Riva Calzoni,No,No
tower,0.1,28,37,35000,,ATB Riva Calzoni 100.28 DD,https://en.wind-turbine-models.com/turbines/2119-atb-riva-calzoni-100-28-dd,,ATB Riva Calzoni,No,No
tower,0.5,54,50,77000,,ATB Riva Calzoni ATB 500.54,https://en.wind-turbine-models.com/turbines/1533-atb-riva-calzoni-atb-500-54,,ATB Riva Calzoni,No,No
tower,0.75,54,72,81000,,ATB Riva Calzoni 750.54,https://en.wind-turbine-models.com/turbines/2120-atb-riva-calzoni-750-54,,ATB Riva Calzoni,No,No
tower,0.05,15,24.4,3200,,Atlantic Orient AOC 15/50,https://en.wind-turbine-models.com/turbines/2164-atlantic-orient-aoc-15-50,,Atlantic Orient,No,No
tower,0.1,23,42.6,14000,,Autoflug A 100,https://en.wind-turbine-models.com/turbines/375-autoflug-a-100,,Autoflug,No,Yes
tower,1.2,61,60,90000,,Autoflug A 1200,https://en.wind-turbine-models.com/turbines/344-autoflug-a-1200,,Autoflug,No,No
tower,2.3,100.6,99,180000,,Avantis AV 1010,https://en.wind-turbine-models.com/turbines/84-avantis-av-1010,,Avantis,No,No
tower,0.1,17,19,4700,,AWP AWP 56-100,https://en.wind-turbine-models.com/turbines/976-awp-awp-56-100,,AWP,No,No
tower,5.276,122,90,940000,,BARD VM,https://en.wind-turbine-models.com/turbines/6-bard-vm,,BARD,No,No
tower,6.5,122,90,760000,,BARD 6.5,https://en.wind-turbine-models.com/turbines/916-bard-6-5,,BARD,No,No
tower,0.6,44,35,70000,,BazÃ¡n 44/600 MK-IV,https://en.wind-turbine-models.com/turbines/978-baz-n-44-600-mk-iv,,BazÃ¡n,No,No
tower,1.3,62,50,57000,,BazÃ¡n 62/1300,https://en.wind-turbine-models.com/turbines/977-baz-n-62-1300,,BazÃ¡n,No,No
tower,2,80,70,204000,,Beijing North BZD80-2000,https://en.wind-turbine-models.com/turbines/271-beijing-north-bzd80-2000,,Beijing North,No,Yes
tower,0.64,30.2,32,127000,,BEST - Romani Nogent-le-Roi,https://en.wind-turbine-models.com/turbines/1210-best-romani-nogent-le-roi,,BEST - Romani,No,No
tower,,1,1,1000,,boneyards boneyards,https://en.wind-turbine-models.com/turbines/781-boneyards-boneyards,,boneyards,No,No
tower,0.15,23,30,15000,,Bonus B23/150 Gittermast,https://en.wind-turbine-models.com/turbines/189-bonus-b23-150-gittermast,,Bonus,No,No
tower,0.15,23,30,9700,,Bonus B23/150 Konisk RÃ¸rtÃ¥rn,https://en.wind-turbine-models.com/turbines/190-bonus-b23-150-konisk-r-rt-rn,,Bonus,No,No
tower,0.15,23.8,23,7700,,Bonus B23/150 Nacelle,https://en.wind-turbine-models.com/turbines/187-bonus-b23-150-nacelle,,Bonus,No,No
tower,0.3,33.4,30,16000,,Bonus B33/300,https://en.wind-turbine-models.com/turbines/711-bonus-b33-300,,Bonus,No,No
tower,0.45,37,35,27000,,Bonus B37/450,https://en.wind-turbine-models.com/turbines/2339-bonus-b37-450,,Bonus,No,No
tower,0.5,39,35,42000,,Bonus B39/500,https://en.wind-turbine-models.com/turbines/2340-bonus-b39-500,,Bonus,No,No
tower,0.6,41,42.3,52000,,Bonus B41/600,https://en.wind-turbine-models.com/turbines/192-bonus-b41-600,,Bonus,No,No
tower,0.6,44,42,57000,,Bonus B44/600,https://en.wind-turbine-models.com/turbines/698-bonus-b44-600,,Bonus,No,No
tower,1,52,50,90000,,Bonus B52/1000,https://en.wind-turbine-models.com/turbines/2784-bonus-b52-1000,,Bonus,No,No
tower,1,54.2,50,90000,,Bonus B54/1000,https://en.wind-turbine-models.com/turbines/697-bonus-b54-1000,,Bonus,No,No
tower,1.3,62,68,198000,,Bonus B62/1300,https://en.wind-turbine-models.com/turbines/1348-bonus-b62-1300,,Bonus,No,Yes
tower,2,76,60,81400,,Bonus B76/2000,https://en.wind-turbine-models.com/turbines/121-bonus-b76-2000,,Bonus,No,No
tower,2.3,82.4,80,252000,,Bonus B82/2300,https://en.wind-turbine-models.com/turbines/699-bonus-b82-2300,,Bonus,No,No
tower,0.6,48.4,50,80000,,bwu BWU 48-600,https://en.wind-turbine-models.com/turbines/350-bwu-bwu-48-600,,bwu,No,No
tower,0.75,48.4,50,80000,,bwu BWU 48-750,https://en.wind-turbine-models.com/turbines/351-bwu-bwu-48-750,,bwu,No,No
tower,1.05,57,55,88000,,bwu BWU 57-1000,https://en.wind-turbine-models.com/turbines/352-bwu-bwu-57-1000,,bwu,No,No
tower,0.0599,25.4,30,16000,,C&F CF 60,https://en.wind-turbine-models.com/turbines/1794-c-f-cf-60,,C&F,No,No
tower,0.075,25.4,30,16000,,C&F CF 75,https://en.wind-turbine-models.com/turbines/1796-c-f-cf-75,,C&F,No,No
tower,0.25,35,35,16000,,C&F CF 250,https://en.wind-turbine-models.com/turbines/1797-c-f-cf-250,,C&F,No,No
tower,0.025,9.8,24.5,1200,,Carter CWT 25,https://en.wind-turbine-models.com/turbines/503-carter-cwt-25,,Carter,No,No
tower,0.225,20.6,48.8,7800,,Carter CWT 225,https://en.wind-turbine-models.com/turbines/2714-carter-cwt-225,,Carter,No,No
tower,0.3,30,45,8100,,Carter CWT 300,https://en.wind-turbine-models.com/turbines/504-carter-cwt-300,,Carter,No,No
tower,0.5,36.6,45,12600,,Carter CWT 500,https://en.wind-turbine-models.com/turbines/505-carter-cwt-500,,Carter,No,No
tower,0.025,9.6,15.7,5000,,CHAVA WIND Windleaf2500 VAWT,https://en.wind-turbine-models.com/turbines/2132-chava-wind-windleaf2500-vawt,,CHAVA WIND,No,No
tower,0.75,58,50,52000,,Concord TG-750M,https://en.wind-turbine-models.com/turbines/1707-concord-tg-750m,,Concord,No,No
tower,1,58,50,58000,,Concord TG-1000,https://en.wind-turbine-models.com/turbines/1708-concord-tg-1000,,Concord,No,No
tower,2.5,106,80,240000,,Concord TG-2500,https://en.wind-turbine-models.com/turbines/1709-concord-tg-2500,,Concord,No,No
tower,1.65,77.4,70,130000,,CSR WT1650-D77,https://en.wind-turbine-models.com/turbines/128-csr-wt1650-d77,,CSR,No,No
tower,0.25,29.6,50,25000,,CWEL C 30 / 250 KW,https://en.wind-turbine-models.com/turbines/443-cwel-c-30-250-kw,,CWEL,No,No
tower,0.075,15.3,24,6500,,DWP D75/15,https://en.wind-turbine-models.com/turbines/1387-dwp-d75-15,,DWP,No,No
tower,0.11,19.2,24,8200,,DWP D110/19,https://en.wind-turbine-models.com/turbines/1388-dwp-d110-19,,DWP,No,No
tower,0.015,9,18.6,1500,,DWT Danish Wind Tech Windane 9,https://en.wind-turbine-models.com/turbines/1368-dwt-danish-wind-tech-windane-9,,DWT Danish Wind Tech,No,No
tower,0.0185,9.6,18.6,1500,,DWT Danish Wind Tech Windane 10,https://en.wind-turbine-models.com/turbines/1390-dwt-danish-wind-tech-windane-10,,DWT Danish Wind Tech,No,No
tower,0.3,30.8,32,54300,,DWT Danish Wind Tech Windane 31,https://en.wind-turbine-models.com/turbines/1370-dwt-danish-wind-tech-windane-31,,DWT Danish Wind Tech,No,No
tower,0.4,34,32,17700,,DWT Danish Wind Tech Windane 34,https://en.wind-turbine-models.com/turbines/194-dwt-danish-wind-tech-windane-34,,DWT Danish Wind Tech,No,No
tower,0.4,34.8,32,18000,,DWT Danish Wind Tech Windane 34 US,https://en.wind-turbine-models.com/turbines/567-dwt-danish-wind-tech-windane-34-us,,DWT Danish Wind Tech,No,No
tower,0.75,40,45,47000,,DWT Danish Wind Tech Windane 40,https://en.wind-turbine-models.com/turbines/1367-dwt-danish-wind-tech-windane-40,,DWT Danish Wind Tech,No,No
tower,0.525,36,41,26000,,DANmark DK 36-500,https://en.wind-turbine-models.com/turbines/999-danmark-dk-36-500,,DANmark,No,No
tower,0.18,23.2,30,10400,,Danwin Danwin 23,https://en.wind-turbine-models.com/turbines/221-danwin-danwin-23,,Danwin,No,No
tower,0.16,23,22.5,13000,,Danwin Danwin 23/160,https://en.wind-turbine-models.com/turbines/599-danwin-danwin-23-160,,Danwin,No,Yes
tower,0.18,24,30,10400,,Danwin Danwin 24/180,https://en.wind-turbine-models.com/turbines/1470-danwin-danwin-24-180,,Danwin,No,No
tower,0.2,24,30,13300,,Danwin Danwin 24/200,https://en.wind-turbine-models.com/turbines/223-danwin-danwin-24-200,,Danwin,No,No
tower,0.225,27,30,13300,,Danwin Danwin 27/225,https://en.wind-turbine-models.com/turbines/1642-danwin-danwin-27-225,,Danwin,No,No
tower,0.06,21.5,30,8500,,DeimosWind DT 2160,https://en.wind-turbine-models.com/turbines/705-deimoswind-dt-2160,,DeimosWind,No,No
tower,0.06,21.5,30,8500,,DeimosWind DT 2169,https://en.wind-turbine-models.com/turbines/702-deimoswind-dt-2169,,DeimosWind,No,No
tower,0.08,17,23,7000,,Dencon 80/17,https://en.wind-turbine-models.com/turbines/2351-dencon-80-17,,Dencon,No,No
tower,0.095,17,23,3500,,Dencon 95/17,https://en.wind-turbine-models.com/turbines/2350-dencon-95-17,,Dencon,No,No
tower,0.2,25.5,31.5,10300,,Dencon Tornado 200/26,https://en.wind-turbine-models.com/turbines/1876-dencon-tornado-200-26,,Dencon,No,No
tower,0.3,30,30,14500,,DESA A300,https://en.wind-turbine-models.com/turbines/796-desa-a300,,DESA,No,No
tower,0.5,41,55,50000,,DeWind D4 41/500,https://en.wind-turbine-models.com/turbines/413-dewind-d4-41-500,,DeWind,No,No
tower,0.6,46,55,63000,,DeWind D4 46/600,https://en.wind-turbine-models.com/turbines/731-dewind-d4-46-600,,DeWind,No,No
tower,0.6,48,60,63000,,DeWind D4 48/600,https://en.wind-turbine-models.com/turbines/388-dewind-d4-48-600,,DeWind,No,No
tower,1.25,62.3,65.6,72000,,DeWind D6 62/1250,https://en.wind-turbine-models.com/turbines/4-dewind-d6-62-1250,,DeWind,No,No
tower,1,62,68.5,120000,,DeWind D6 62/1000,https://en.wind-turbine-models.com/turbines/252-dewind-d6-62-1000,,DeWind,No,No
tower,1.25,64.3,68,116000,,DeWind D6 64/1250,https://en.wind-turbine-models.com/turbines/399-dewind-d6-64-1250,,DeWind,No,No
tower,2,80,80,160000,,DeWind D8,https://en.wind-turbine-models.com/turbines/1010-dewind-d8,,DeWind,No,No
tower,2,80,100,155000,,DeWind D8.2 WinDriveÂ®,https://en.wind-turbine-models.com/turbines/85-dewind-d8-2-windrive,,DeWind,No,Yes
tower,0.5,44,52,56300,,DIMA DW 44-500/53,https://en.wind-turbine-models.com/turbines/1176-dima-dw-44-500-53,,DIMA,No,No
tower,0.025,11.7,18,3200,,DS-wind DS-25,https://en.wind-turbine-models.com/turbines/2052-ds-wind-ds-25,,DS-wind,No,No
tower,0.4,34,30,36000,,DS-wind DS-400,https://en.wind-turbine-models.com/turbines/2051-ds-wind-ds-400,,DS-wind,No,No
tower,0.5,48,50,61000,,DS-wind DS-500,https://en.wind-turbine-models.com/turbines/2050-ds-wind-ds-500,,DS-wind,No,No
tower,0.08,16.5,16.2,1300,,Dynergy American Windshark 80,https://en.wind-turbine-models.com/turbines/511-dynergy-american-windshark-80,,Dynergy,No,No
tower,0.006,6,7,300,,EasyWind EasyWind 6.0,https://en.wind-turbine-models.com/turbines/725-easywind-easywind-6-0,,EasyWind,No,No
tower,0.006,6.2,7,1700,,EasyWind EasyWind 6.2,https://en.wind-turbine-models.com/turbines/2312-easywind-easywind-6-2,,EasyWind,No,No
tower,0.006,6.8,7,1700,,EasyWind EasyWind 6.8,https://en.wind-turbine-models.com/turbines/2313-easywind-easywind-6-8,,EasyWind,No,No
tower,1.5,70,65,115000,,Ebara EPW1570,https://en.wind-turbine-models.com/turbines/1877-ebara-epw1570,,Ebara,No,No
tower,0.03,10.3,12.4,2200,,Ecoener 30kW,https://en.wind-turbine-models.com/turbines/917-ecoener-30kw,,Ecoener,No,No
tower,0.015,12,14,800,,ecotÃ¨cnia ECO 12/15,https://en.wind-turbine-models.com/turbines/1404-ecot-cnia-eco-12-15,,ecotÃ¨cnia,No,No
tower,0.6,44,45,31000,,ecotÃ¨cnia ECO 44/600,https://en.wind-turbine-models.com/turbines/790-ecot-cnia-eco-44-600,,ecotÃ¨cnia,No,No
tower,0.7,48,45,55000,,ecotÃ¨cnia ECO 48/700,https://en.wind-turbine-models.com/turbines/958-ecot-cnia-eco-48-700,,ecotÃ¨cnia,No,No
tower,0.75,48,45,55000,,ecotÃ¨cnia ECO 48/750,https://en.wind-turbine-models.com/turbines/791-ecot-cnia-eco-48-750,,ecotÃ¨cnia,No,No
tower,0.6,48,50,68000,,Elecon T600-48 Dual speed,https://en.wind-turbine-models.com/turbines/444-elecon-t600-48-dual-speed,,Elecon,No,No
tower,0.1,28,35,16600,,Electria Wind GarbÃ­ 100/28,https://en.wind-turbine-models.com/turbines/798-electria-wind-garb-100-28,,Electria Wind,No,No
tower,0.15,28,35,20800,,Electria Wind GarbÃ­ 150/28,https://en.wind-turbine-models.com/turbines/799-electria-wind-garb-150-28,,Electria Wind,No,No
tower,0.2,28,35,20800,,Electria Wind GarbÃ­ 200/28,https://en.wind-turbine-models.com/turbines/800-electria-wind-garb-200-28,,Electria Wind,No,No
tower,1,50,55,95000,,ELKRAFT AvedÃ¸re 1MW,https://en.wind-turbine-models.com/turbines/1166-elkraft-aved-re-1mw,,ELKRAFT,No,No
tower,2,61.1,60,645000,,Elsam TjÃ¦reborg,https://en.wind-turbine-models.com/turbines/1012-elsam-tj-reborg,,Elsam,No,No
tower,0.015,11.5,20.85,4600,,enbreeze 15 kW,https://en.wind-turbine-models.com/turbines/1701-enbreeze-15-kw,,enbreeze,No,No
tower,0.03,12,24,17000,,Enercon E-12,https://en.wind-turbine-models.com/turbines/732-enercon-e-12,,Enercon,No,No
tower,0.08,18,28.5,38000,,Enercon E-18,https://en.wind-turbine-models.com/turbines/353-enercon-e-18,,Enercon,No,No
tower,0.28,29.6,50,27300,,Enercon E-30,https://en.wind-turbine-models.com/turbines/376-enercon-e-30,,Enercon,No,No
tower,0.3,32,34,40000,,Enercon E-32 / 300,https://en.wind-turbine-models.com/turbines/367-enercon-e-32-300,,Enercon,No,No
tower,0.5,40.3,42,120000,,Enercon E-40/5.40,https://en.wind-turbine-models.com/turbines/67-enercon-e-40-5-40,,Enercon,No,Yes
tower,0.6,43.7,50,99000,,Enercon E-40/6.44,https://en.wind-turbine-models.com/turbines/68-enercon-e-40-6-44,,Enercon,No,No
tower,1,58.6,59,111000,,Enercon E-58/10.58,https://en.wind-turbine-models.com/turbines/114-enercon-e-58-10-58,,Enercon,No,No
tower,1.5,66,60,120000,,Enercon E-66,https://en.wind-turbine-models.com/turbines/826-enercon-e-66,,Enercon,No,No
tower,1.5,70,65,876000,,Enercon E-66/15.70,https://en.wind-turbine-models.com/turbines/73-enercon-e-66-15-70,,Enercon,No,No
tower,1.8,70,65,858000,,Enercon E-66/18.70,https://en.wind-turbine-models.com/turbines/135-enercon-e-66-18-70,,Enercon,No,No
tower,4.5,114,124,2500000,,Enercon E-112/45.114,https://en.wind-turbine-models.com/turbines/113-enercon-e-112-45-114,,Enercon,No,No
tower,6,114,124,2500000,,Enercon E-112/60.114,https://en.wind-turbine-models.com/turbines/846-enercon-e-112-60-114,,Enercon,No,No
tower,6,126,135,2800000,,Enercon E-126 6.0 EP8,https://en.wind-turbine-models.com/turbines/920-enercon-e-126-6-0-ep8,,Enercon,No,No
tower,0.63,41,40,34800,,Energovars EWT630,https://en.wind-turbine-models.com/turbines/2170-energovars-ewt630,,Energovars,No,No
tower,1.5,70.5,65,132000,,Enron 1.5 s,https://en.wind-turbine-models.com/turbines/371-enron-1-5-s,,Enron,No,Yes
tower,1.5,77,61,158000,,Enron 1.5 sl,https://en.wind-turbine-models.com/turbines/18-enron-1-5-sl,,Enron,No,No
tower,0.75,50,55,49000,,Enron 750i,https://en.wind-turbine-models.com/turbines/111-enron-750i,,Enron,No,No
tower,0.9,55,60,64000,,Enron 900s,https://en.wind-turbine-models.com/turbines/395-enron-900s,,Enron,No,No
tower,0.06,17.8,24,6000,,EolArt EOL-CK-60,https://en.wind-turbine-models.com/turbines/685-eolart-eol-ck-60,,EolArt,No,No
tower,0.0198,15.9,40,16800,,ESPE FX EVO 16-20-40,https://en.wind-turbine-models.com/turbines/2483-espe-fx-evo-16-20-40,,ESPE,No,No
tower,0.0499,20.7,34.5,12000,,ESPE FX EVO 21-50,https://en.wind-turbine-models.com/turbines/2484-espe-fx-evo-21-50,,ESPE,No,No
tower,0.0599,23,34.5,15000,,ESPE FX EVO 23-60,https://en.wind-turbine-models.com/turbines/2485-espe-fx-evo-23-60,,ESPE,No,No
tower,0.0998,30,30,16100,,ESPE FX EVO 30B-100,https://en.wind-turbine-models.com/turbines/2482-espe-fx-evo-30b-100,,ESPE,No,No
tower,0.4,21.5,24.5,7300,,Fayette Model 400,https://en.wind-turbine-models.com/turbines/2730-fayette-model-400,,Fayette,No,No
tower,0.6,45.8,40,60000,,Floda Floda 600,https://en.wind-turbine-models.com/turbines/933-floda-floda-600,,Floda,No,No
tower,0.1075,17,18,4700,,Fly-Tech Ð²ÐµÑ‚Ñ€Ð¾Ñ‚ÑƒÑ€Ð±Ð¸Ð½ 56-100,https://en.wind-turbine-models.com/turbines/140-fly-tech-56-100,,Fly-Tech Ð²ÐµÑ‚Ñ€Ð¾Ñ‚ÑƒÑ€Ð±Ð¸Ð½,No,No
tower,0.02,7,19,2600,,FREEN 20 kW,https://en.wind-turbine-models.com/turbines/2617-freen-20-kw,,FREEN,No,No
tower,0.75,45,63,63000,,Frisia F45/750kW,https://en.wind-turbine-models.com/turbines/936-frisia-f45-750kw,,Frisia,No,No
tower,0.75,48,65,72000,,Frisia F48/750,https://en.wind-turbine-models.com/turbines/394-frisia-f48-750,,Frisia,No,No
tower,0.85,56,70,74000,,Frisia F56/850,https://en.wind-turbine-models.com/turbines/52-frisia-f56-850,,Frisia,No,No
tower,0.02,12.8,19,5100,,FuhrlÃ¤nder FL 20,https://en.wind-turbine-models.com/turbines/277-fuhrlaender-fl-20,,FuhrlÃ¤nder,No,No
tower,0.03,12.8,18,3000,,FuhrlÃ¤nder FL 30,https://en.wind-turbine-models.com/turbines/278-fuhrlaender-fl-30,,FuhrlÃ¤nder,No,No
tower,1.5,77,61.5,260000,,FuhrlÃ¤nder FL MD 77,https://en.wind-turbine-models.com/turbines/357-fuhrlaender-fl-md-77,,FuhrlÃ¤nder,No,No
tower,0.1,21,35,21000,,FuhrlÃ¤nder FL 100 astOs,https://en.wind-turbine-models.com/turbines/279-fuhrlaender-fl-100-astos,,FuhrlÃ¤nder,No,No
tower,0.25,29.5,42,32000,,FuhrlÃ¤nder FL 250,https://en.wind-turbine-models.com/turbines/280-fuhrlaender-fl-250,,FuhrlÃ¤nder,No,Yes
tower,0.8,52.7,60,85000,,FuhrlÃ¤nder FL 800,https://en.wind-turbine-models.com/turbines/281-fuhrlaender-fl-800,,FuhrlÃ¤nder,No,No
tower,1,54,70,120000,,FuhrlÃ¤nder FL 1000,https://en.wind-turbine-models.com/turbines/70-fuhrlaender-fl-1000,,FuhrlÃ¤nder,No,Yes
tower,1,54,55,120000,,FuhrlÃ¤nder FL 1000 plus,https://en.wind-turbine-models.com/turbines/72-fuhrlaender-fl-1000-plus,,FuhrlÃ¤nder,No,No
tower,2.5,90,85,350000,,FuhrlÃ¤nder FL 2500/90,https://en.wind-turbine-models.com/turbines/83-fuhrlaender-fl-2500-90,,FuhrlÃ¤nder,No,No
tower,2.5,100,85,350000,,FuhrlÃ¤nder FL 2500/100,https://en.wind-turbine-models.com/turbines/347-fuhrlaender-fl-2500-100,,FuhrlÃ¤nder,No,Yes
tower,2.5,104,85,350000,,FuhrlÃ¤nder FL 2500/104,https://en.wind-turbine-models.com/turbines/1346-fuhrlaender-fl-2500-104,,FuhrlÃ¤nder,No,No
tower,2.05,93,70,240000,,FuhrlÃ¤nder LLC WTU2.0-93,https://en.wind-turbine-models.com/turbines/1500-fuhrlaender-llc-wtu2-0-93,,FuhrlÃ¤nder LLC,No,No
tower,2.05,100,70,240000,,FuhrlÃ¤nder LLC WTU2.0-100,https://en.wind-turbine-models.com/turbines/1501-fuhrlaender-llc-wtu2-0-100,,FuhrlÃ¤nder LLC,No,No
tower,2.5,90,85,350000,,FuhrlÃ¤nder LLC WTU2.5-90,https://en.wind-turbine-models.com/turbines/1497-fuhrlaender-llc-wtu2-5-90,,FuhrlÃ¤nder LLC,No,Yes
tower,2.5,100,85,350000,,FuhrlÃ¤nder LLC WTU2.5-100,https://en.wind-turbine-models.com/turbines/1498-fuhrlaender-llc-wtu2-5-100,,FuhrlÃ¤nder LLC,No,No
tower,2.5,103,85,350000,,FuhrlÃ¤nder LLC WTU2.5-103,https://en.wind-turbine-models.com/turbines/1499-fuhrlaender-llc-wtu2-5-103,,FuhrlÃ¤nder LLC,No,No
